-1.000000,-0.000017,-0.016639,-0.000147,-0.000955
-1.000000,-0.000017,-0.016639,-0.000147,-0.000955
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
-1.000000,0.000000,0.000000,0.000000,0.000000
0,-0.576373,-2.009486,-1.428321,-0.446152, 
0,-0.575823,-2.012355,-1.427774,-0.445957, 
0,-0.575498,-2.015712,-1.427290,-0.446061, 
0,-0.576134,-2.019845,-1.427338,-0.446760, 
0,-0.576020,-2.022997,-1.426563,-0.446984, 
0,-0.575736,-2.025471,-1.426291,-0.446945, 
0,-0.575772,-2.029406,-1.426011,-0.446915, 
0,-0.575426,-2.032835,-1.425516,-0.446208, 
0,-0.575449,-2.035537,-1.425650,-0.448129, 
0,-0.575808,-2.040629,-1.425337,-0.448795, 
0,-0.575380,-2.043815,-1.425135,-0.447858, 
0,-0.575693,-2.046409,-1.425503,-0.448347, 
0,-0.576335,-2.049539,-1.426176,-0.448867, 
0,-0.576308,-2.054129,-1.426475,-0.448930, 
0,-0.576325,-2.058923,-1.426687,-0.449143, 
0,-0.576355,-2.060895,-1.427083,-0.449799, 
0,-0.576646,-2.061845,-1.427569,-0.450092, 
0,-0.576375,-2.064179,-1.427495,-0.449960, 
0,-0.576515,-2.067852,-1.427122,-0.449478, 
0,-0.576734,-2.071119,-1.427466,-0.449508, 
0,-0.576318,-2.074123,-1.427439,-0.449292, 
0,-0.575836,-2.076333,-1.427337,-0.448945, 
0,-0.575440,-2.078681,-1.427305,-0.449436, 
0,-0.575710,-2.082641,-1.427341,-0.449119, 
0,-0.575845,-2.087044,-1.428108,-0.449258, 
0,-0.576297,-2.090885,-1.428766,-0.449515, 
0,-0.575951,-2.093851,-1.428282,-0.448905, 
0,-0.575771,-2.096210,-1.429242,-0.449130, 
0,-0.575126,-2.099941,-1.429380,-0.448790, 
0,-0.576028,-2.102912,-1.430238,-0.449713, 
0,-0.575295,-2.105307,-1.430046,-0.448987, 
0,-0.575611,-2.108071,-1.429812,-0.448934, 
0,-0.575429,-2.111324,-1.430389,-0.449548, 
0,-0.575667,-2.115832,-1.430005,-0.449200, 
0,-0.575441,-2.117464,-1.430428,-0.449259, 
0,-0.575685,-2.119358,-1.430702,-0.449303, 
0,-0.575699,-2.120718,-1.430654,-0.449232, 
0,-0.575310,-2.122743,-1.430640,-0.449595, 
0,-0.575760,-2.122479,-1.430961,-0.450171, 
0,-0.575327,-2.125053,-1.430736,-0.450227, 
0,-0.575378,-2.128105,-1.430354,-0.450064, 
0,-0.575483,-2.130268,-1.430291,-0.449409, 
0,-0.574706,-2.132114,-1.429666,-0.448788, 
0,-0.574579,-2.134591,-1.429946,-0.449249, 
0,-0.573379,-2.135353,-1.429863,-0.449504, 
0,-0.573980,-2.138496,-1.430156,-0.450310, 
0,-0.574154,-2.141571,-1.429607,-0.449898, 
0,-0.574366,-2.145810,-1.429409,-0.450069, 
0,-0.573374,-2.147849,-1.428297,-0.448777, 
0,-0.574219,-2.148244,-1.429225,-0.450158, 
0,-0.573020,-2.149445,-1.428621,-0.449811, 
0,-0.573600,-2.151416,-1.427952,-0.449564, 
0,-0.573575,-2.152298,-1.427420,-0.449349, 
0,-0.573399,-2.151576,-1.427123,-0.449415, 
0,-0.573701,-2.153701,-1.426838,-0.449943, 
0,-0.573617,-2.157651,-1.426047,-0.449892, 
0,-0.578861,-2.164665,-1.429885,-0.455522, 
0,-0.574793,-2.157973,-1.427229,-0.451658, 
0,-0.573315,-2.156660,-1.425739,-0.450734, 
0,-0.572684,-2.157290,-1.424938,-0.450616, 
0,-0.574496,-2.158819,-1.424687,-0.451246, 
0,-0.573943,-2.161662,-1.424330,-0.451248, 
0,-0.574052,-2.163759,-1.424002,-0.450729, 
0,-0.573840,-2.163863,-1.423580,-0.450282, 
0,-0.573413,-2.164380,-1.423464,-0.450534, 
0,-0.574655,-2.166392,-1.424475,-0.451742, 
0,-0.574840,-2.166834,-1.424720,-0.451512, 
0,-0.575243,-2.167634,-1.425036,-0.451843, 
0,-0.575751,-2.169457,-1.425052,-0.451320, 
0,-0.575708,-2.170673,-1.424903,-0.451213, 
0,-0.576054,-2.171514,-1.425534,-0.452213, 
0,-0.575969,-2.170250,-1.425309,-0.452387, 
0,-0.576526,-2.171781,-1.425986,-0.452992, 
0,-0.576747,-2.173462,-1.425872,-0.452482, 
0,-0.576201,-2.174529,-1.425780,-0.452497, 
0,-0.575554,-2.175070,-1.425706,-0.452071, 
0,-0.575248,-2.176483,-1.426431,-0.453187, 
0,-0.575406,-2.178945,-1.426465,-0.453110, 
0,-0.575942,-2.180122,-1.426926,-0.453560, 
0,-0.575857,-2.182711,-1.427130,-0.453703, 
0,-0.575556,-2.184193,-1.427427,-0.453465, 
0,-0.575813,-2.185316,-1.427159,-0.452780, 
0,-0.575737,-2.186827,-1.427403,-0.452857, 
0,-0.575675,-2.188309,-1.427594,-0.452624, 
0,-0.575579,-2.189566,-1.427360,-0.452546, 
0,-0.575341,-2.190970,-1.428110,-0.453167, 
0,-0.575357,-2.192042,-1.427027,-0.452433, 
0,-0.574669,-2.193718,-1.426925,-0.451695, 
0,-0.574762,-2.195342,-1.427154,-0.451668, 
0,-0.574417,-2.196252,-1.426863,-0.451434, 
0,-0.574787,-2.198108,-1.427512,-0.451824, 
0,-0.574445,-2.199730,-1.427846,-0.452070, 
0,-0.574668,-2.201352,-1.427783,-0.452396, 
0,-0.574811,-2.202365,-1.428500,-0.453738, 
0,-0.575004,-2.204290,-1.428136,-0.453871, 
0,-0.574642,-2.204831,-1.427826,-0.453557, 
0,-0.574374,-2.204943,-1.427909,-0.454165, 
0,-0.574904,-2.205263,-1.427444,-0.454285, 
0,-0.574614,-2.206754,-1.426734,-0.454136, 
0,-0.574601,-2.206508,-1.426470,-0.453570, 
0,-0.573562,-2.205743,-1.426216,-0.453375, 
0,-0.573824,-2.206077,-1.425778,-0.453085, 
0,-0.573425,-2.207147,-1.425380,-0.452949, 
0,-0.573190,-2.210451,-1.425568,-0.453441, 
0,-0.573637,-2.211602,-1.425393,-0.453998, 
0,-0.573280,-2.211822,-1.424959,-0.454210, 
0,-0.574165,-2.213483,-1.425417,-0.455367, 
0,-0.572017,-2.211791,-1.423938,-0.453602, 
0,-0.573313,-2.212532,-1.424121,-0.454495, 
0,-0.582901,-2.224773,-1.431454,-0.465296, 
0,-0.573689,-2.213516,-1.424039,-0.454316, 
0,-0.575906,-2.216106,-1.425364,-0.457144, 
0,-0.572834,-2.211547,-1.422979,-0.454000, 
0,-0.572882,-2.211925,-1.422665,-0.454290, 
0,-0.573082,-2.214101,-1.423223,-0.454954, 
0,-0.573191,-2.214876,-1.422829,-0.454825, 
0,-0.572788,-2.216036,-1.422376,-0.454103, 
0,-0.572922,-2.217035,-1.421803,-0.453979, 
0,-0.572689,-2.218514,-1.421939,-0.454629, 
0,-0.572601,-2.219445,-1.421714,-0.454075, 
0,-0.575279,-2.223513,-1.423968,-0.457829, 
4,-0.575460,-2.223443,-1.424066,-0.457777,"Analyte Added"
0,-0.582085,-2.232285,-1.429102,-0.465688, 
0,-0.575154,-2.226067,-1.423773,-0.460762, 
0,-0.577628,-2.231344,-1.426347,-0.461892, 
0,-0.576320,-2.236224,-1.426002,-0.451077, 
0,-0.575454,-2.230687,-1.424579,-0.454607, 
0,-0.558523,-2.200498,-1.409701,-0.429553, 
0,-0.577319,-2.234731,-1.427425,-0.465503, 
0,-0.572951,-2.238204,-1.421055,-0.465129, 
0,-0.557525,-2.212132,-1.407301,-0.434986, 
0,-0.570102,-2.235595,-1.418955,-0.456351, 
0,-0.570412,-2.235093,-1.419435,-0.457271, 
0,-0.571641,-2.240831,-1.420061,-0.458623, 
0,-0.570867,-2.246094,-1.419517,-0.458411, 
0,-0.571844,-2.251747,-1.420531,-0.460243, 
0,-0.572061,-2.257203,-1.421039,-0.461480, 
0,-0.572191,-2.264998,-1.421000,-0.461781, 
0,-0.572092,-2.274967,-1.421561,-0.462422, 
0,-0.572070,-2.280764,-1.422267,-0.462869, 
0,-0.572594,-2.286672,-1.422581,-0.463295, 
0,-0.572676,-2.293331,-1.422771,-0.464074, 
0,-0.572995,-2.300681,-1.423079,-0.464867, 
0,-0.572607,-2.305861,-1.422855,-0.464696, 
0,-0.573088,-2.309449,-1.423289,-0.465132, 
0,-0.573323,-2.313267,-1.423654,-0.465578, 
0,-0.573277,-2.317631,-1.423454,-0.465754, 
0,-0.573714,-2.323037,-1.423742,-0.466124, 
0,-0.573775,-2.328712,-1.424589,-0.466681, 
0,-0.573766,-2.332965,-1.424711,-0.465588, 
0,-0.573855,-2.333835,-1.425093,-0.464695, 
0,-0.573995,-2.338731,-1.426117,-0.467542, 
0,-0.574823,-2.344006,-1.426820,-0.468263, 
0,-0.574651,-2.348018,-1.427255,-0.468817, 
0,-0.575176,-2.352044,-1.427528,-0.469252, 
0,-0.575896,-2.356416,-1.428435,-0.470285, 
0,-0.575923,-2.361259,-1.428481,-0.470564, 
0,-0.576028,-2.363758,-1.428524,-0.470851, 
0,-0.575536,-2.364853,-1.428024,-0.470479, 
0,-0.575801,-2.368098,-1.428294,-0.471156, 
0,-0.575835,-2.370365,-1.428114,-0.471226, 
0,-0.575647,-2.374968,-1.427947,-0.471199, 
0,-0.575871,-2.379395,-1.427456,-0.471092, 
0,-0.575993,-2.383973,-1.428207,-0.471086, 
0,-0.575744,-2.385739,-1.428455,-0.470502, 
0,-0.576029,-2.388627,-1.428389,-0.470716, 
0,-0.576171,-2.392240,-1.428727,-0.471271, 
0,-0.575852,-2.393716,-1.428896,-0.472297, 
0,-0.576110,-2.395231,-1.429533,-0.473353, 
0,-0.576397,-2.399775,-1.429820,-0.474015, 
0,-0.576484,-2.404532,-1.429556,-0.473636, 
0,-0.576367,-2.407379,-1.429447,-0.473356, 
0,-0.576203,-2.410118,-1.429502,-0.473331, 
0,-0.576243,-2.411476,-1.429409,-0.473493, 
0,-0.576589,-2.413821,-1.429930,-0.474246, 
0,-0.576916,-2.418299,-1.430346,-0.475036, 
0,-0.576775,-2.419145,-1.430214,-0.475644, 
0,-0.576741,-2.421922,-1.430154,-0.476081, 
0,-0.576179,-2.423506,-1.429273,-0.475720, 
0,-0.576342,-2.424964,-1.429211,-0.476798, 
0,-0.576505,-2.429156,-1.428920,-0.476997, 
0,-0.576693,-2.433304,-1.428706,-0.477010, 
0,-0.576282,-2.434208,-1.428455,-0.476964, 
0,-0.576848,-2.435712,-1.428582,-0.477612, 
0,-0.576602,-2.440277,-1.428065,-0.477446, 
0,-0.576843,-2.441070,-1.427632,-0.481316, 
0,-0.577196,-2.444294,-1.427572,-0.477684, 
0,-0.576633,-2.445753,-1.427562,-0.477391, 
0,-0.577053,-2.448904,-1.427899,-0.477462, 
0,-0.577214,-2.451020,-1.428200,-0.477535, 
0,-0.577190,-2.452381,-1.428265,-0.477561, 
0,-0.576390,-2.451969,-1.427877,-0.477473, 
0,-0.577370,-2.456177,-1.428375,-0.478247, 
0,-0.577088,-2.459326,-1.428882,-0.479229, 
0,-0.577874,-2.461662,-1.429038,-0.479459, 
0,-0.577924,-2.462205,-1.429026,-0.479613, 
0,-0.577581,-2.464147,-1.428634,-0.479672, 
0,-0.577883,-2.466230,-1.428548,-0.480012, 
0,-0.577693,-2.467417,-1.429126,-0.481399, 
0,-0.577615,-2.467869,-1.429294,-0.481312, 
0,-0.577839,-2.470801,-1.429131,-0.481091, 
0,-0.577918,-2.474304,-1.428984,-0.480878, 
0,-0.577611,-2.475844,-1.429100,-0.481176, 
0,-0.577241,-2.478663,-1.428392,-0.480306, 
0,-0.576392,-2.480177,-1.428746,-0.480319, 
0,-0.577373,-2.481326,-1.429107,-0.481150, 
0,-0.577064,-2.483532,-1.428921,-0.481712, 
0,-0.578177,-2.490418,-1.428603,-0.482577, 
0,-0.576896,-2.492822,-1.427613,-0.481135, 
0,-0.576999,-2.493888,-1.428366,-0.481642, 
0,-0.577156,-2.492261,-1.428588,-0.482292, 
0,-0.577338,-2.494789,-1.428408,-0.482156, 
0,-0.577305,-2.497731,-1.428340,-0.481700, 
0,-0.577616,-2.501011,-1.428675,-0.482448, 
0,-0.577929,-2.503008,-1.428569,-0.482609, 
0,-0.577883,-2.504466,-1.428623,-0.482957, 
0,-0.577806,-2.504290,-1.428070,-0.483284, 
0,-0.577704,-2.505382,-1.427777,-0.483729, 
0,-0.577620,-2.506199,-1.427465,-0.483935, 
0,-0.577393,-2.508212,-1.426644,-0.483630, 
0,-0.576936,-2.508473,-1.425879,-0.483469, 
0,-0.576472,-2.509949,-1.425287,-0.483200, 
0,-0.575933,-2.509811,-1.424966,-0.483155, 
0,-0.576086,-2.511766,-1.424499,-0.482890, 
0,-0.575789,-2.514513,-1.424075,-0.482567, 
0,-0.575597,-2.517926,-1.424294,-0.482819, 
0,-0.575360,-2.518974,-1.424133,-0.482923, 
0,-0.575180,-2.519107,-1.424107,-0.483516, 
0,-0.575366,-2.520217,-1.424024,-0.484757, 
0,-0.575384,-2.522499,-1.423883,-0.485097, 
0,-0.575817,-2.524773,-1.422994,-0.485394, 
0,-0.575749,-2.526190,-1.423551,-0.485365, 
0,-0.575797,-2.526329,-1.424815,-0.485791, 
0,-0.575775,-2.525303,-1.423793,-0.485082, 
0,-0.576642,-2.529227,-1.425393,-0.486136, 
0,-0.577591,-2.532033,-1.425918,-0.485850, 
0,-0.578012,-2.534775,-1.426279,-0.484801, 
0,-0.578888,-2.535994,-1.428075,-0.485539, 
0,-0.579138,-2.534816,-1.428490,-0.484308, 
0,-0.580332,-2.534698,-1.430543,-0.485532, 
0,-0.581505,-2.538943,-1.431976,-0.486241, 
0,-0.581635,-2.541857,-1.433224,-0.486173, 
0,-0.581715,-2.542209,-1.434126,-0.486318, 
0,-0.582780,-2.540886,-1.436023,-0.487677, 
0,-0.583662,-2.542091,-1.437467,-0.488145, 
0,-0.583489,-2.542180,-1.437498,-0.486624, 
0,-0.583870,-2.545211,-1.438990,-0.486192, 
0,-0.584538,-2.547646,-1.440650,-0.485653, 
0,-0.585075,-2.548388,-1.442479,-0.485623, 
0,-0.584788,-2.547909,-1.443241,-0.485088, 
0,-0.585171,-2.547294,-1.444811,-0.485790, 
0,-0.584942,-2.548634,-1.445367,-0.485450, 
0,-0.585101,-2.550245,-1.446373,-0.486115, 
0,-0.585522,-2.552502,-1.447582,-0.486959, 
0,-0.585369,-2.552911,-1.448596,-0.487121, 
0,-0.585709,-2.551537,-1.449128,-0.487399, 
0,-0.585544,-2.554429,-1.449121,-0.486995, 
0,-0.585201,-2.556514,-1.450158,-0.487079, 
0,-0.584672,-2.557731,-1.450648,-0.486384, 
0,-0.584914,-2.558674,-1.451551,-0.486590, 
0,-0.585226,-2.558756,-1.451999,-0.486589, 
0,-0.585198,-2.560003,-1.452198,-0.487639, 
0,-0.585736,-2.562838,-1.452713,-0.487201, 
0,-0.585131,-2.561779,-1.452509,-0.485905, 
0,-0.586313,-2.561665,-1.453147,-0.486440, 
0,-0.585328,-2.562313,-1.452887,-0.485935, 
0,-0.585727,-2.560750,-1.452382,-0.485635, 
0,-0.585531,-2.561235,-1.452772,-0.486036, 
0,-0.585875,-2.564741,-1.452129,-0.486076, 
0,-0.585481,-2.566853,-1.452884,-0.486299, 
0,-0.585181,-2.566413,-1.453555,-0.486735, 
0,-0.585921,-2.567646,-1.454106,-0.487152, 
0,-0.586003,-2.569112,-1.454065,-0.486475, 
0,-0.586177,-2.568468,-1.454670,-0.486387, 
0,-0.585903,-2.569677,-1.454890,-0.486230, 
0,-0.585998,-2.571274,-1.455328,-0.486824, 
0,-0.586551,-2.575014,-1.456015,-0.486765, 
0,-0.586510,-2.575751,-1.456136,-0.486069, 
0,-0.587031,-2.573223,-1.456509,-0.486853, 
0,-0.586502,-2.574976,-1.456431,-0.487002, 
0,-0.587176,-2.578652,-1.457054,-0.487883, 
0,-0.595366,-2.588905,-1.463751,-0.497310, 
0,-0.588601,-2.580696,-1.459007,-0.489786, 
5,-0.590697,-2.581257,-1.460589,-0.492142,"Analyte Added"
0,-0.590971,-2.582266,-1.460885,-0.492484, 
0,-0.591761,-2.586895,-1.461777,-0.494093, 
0,-0.613784,-2.629606,-1.481869,-0.537174, 
0,-0.573610,-2.548826,-1.445973,-0.462511, 
0,-0.589792,-2.575956,-1.461284,-0.490191, 
0,-0.575156,-2.559081,-1.445702,-0.471293, 
0,-0.594394,-2.601807,-1.466327,-0.497929, 
0,-0.640754,-2.633704,-1.488776,-0.506663, 
0,-0.631829,-2.619550,-1.479467,-0.503271, 
0,-0.627526,-2.612711,-1.480644,-0.500427, 
0,-0.635984,-2.614180,-1.525415,-0.500323, 
0,-0.641969,-2.615784,-1.550192,-0.505858, 
0,-0.664136,-2.623540,-1.585822,-0.513273, 
0,-0.690189,-2.632971,-1.609987,-0.516305, 
0,-0.710516,-2.638524,-1.625468,-0.518347, 
0,-0.726545,-2.644069,-1.643280,-0.521360, 
0,-0.745359,-2.646752,-1.654896,-0.523376, 
0,-0.752058,-2.651104,-1.663277,-0.530648, 
0,-0.763591,-2.656729,-1.679210,-0.525566, 
0,-0.780559,-2.660148,-1.691548,-0.526924, 
0,-0.797098,-2.665010,-1.703651,-0.530192, 
0,-0.814889,-2.669413,-1.714870,-0.533646, 
0,-0.828231,-2.676803,-1.725676,-0.536925, 
0,-0.840317,-2.685177,-1.736849,-0.542053, 
0,-0.848153,-2.683117,-1.741560,-0.541841, 
0,-0.857446,-2.687151,-1.748038,-0.544846, 
0,-0.864376,-2.690890,-1.751354,-0.544270, 
0,-0.870960,-2.692677,-1.756420,-0.545097, 
0,-0.877242,-2.695540,-1.759824,-0.544914, 
0,-0.882678,-2.696591,-1.761787,-0.544329, 
0,-0.887430,-2.701548,-1.767456,-0.546739, 
0,-0.893017,-2.704292,-1.769345,-0.545992, 
0,-0.897869,-2.706105,-1.773253,-0.547845, 
0,-0.902304,-2.707129,-1.778927,-0.549130, 
0,-0.906247,-2.708975,-1.780836,-0.549246, 
0,-0.910098,-2.711132,-1.782718,-0.550462, 
0,-0.914052,-2.714436,-1.785915,-0.551438, 
0,-0.918262,-2.715847,-1.788977,-0.552562, 
0,-0.921372,-2.718213,-1.792118,-0.553324, 
0,-0.924742,-2.719893,-1.793175,-0.553532, 
0,-0.928129,-2.722710,-1.797384,-0.555684, 
0,-0.931773,-2.725240,-1.800400,-0.556173, 
0,-0.934442,-2.726788,-1.801088,-0.556390, 
0,-0.937734,-2.728071,-1.803065,-0.556828, 
0,-0.939798,-2.727803,-1.804552,-0.555893, 
0,-0.941768,-2.730167,-1.807044,-0.557067, 
0,-0.944004,-2.730257,-1.808766,-0.557779, 
0,-0.945382,-2.732465,-1.811276,-0.558418, 
0,-0.947627,-2.735086,-1.813211,-0.558980, 
0,-0.950192,-2.738026,-1.813143,-0.559256, 
0,-0.951908,-2.741454,-1.814336,-0.559895, 
0,-0.952610,-2.742405,-1.815618,-0.559813, 
0,-0.954190,-2.741252,-1.817221,-0.560104, 
0,-0.956660,-2.741876,-1.818477,-0.560707, 
0,-0.958796,-2.743276,-1.818914,-0.561044, 
0,-0.959739,-2.744450,-1.819480,-0.561297, 
0,-0.960700,-2.746411,-1.819378,-0.561363, 
0,-0.962331,-2.748785,-1.820919,-0.562106, 
0,-0.964228,-2.748817,-1.821834,-0.561999, 
0,-0.964793,-2.748973,-1.821305,-0.562267, 
0,-0.966194,-2.751181,-1.820990,-0.563073, 
0,-0.967236,-2.753444,-1.820311,-0.563335, 
0,-0.966947,-2.755888,-1.821442,-0.563123, 
0,-0.967804,-2.755664,-1.822139,-0.562579, 
0,-0.968550,-2.755426,-1.822213,-0.563065, 
0,-0.969427,-2.758485,-1.822905,-0.563231, 
0,-0.970228,-2.759618,-1.822638,-0.562011, 
0,-0.970731,-2.763090,-1.822982,-0.560941, 
0,-0.970779,-2.763984,-1.823038,-0.559909, 
0,-0.971988,-2.762350,-1.824372,-0.559550, 
0,-0.973297,-2.760866,-1.823770,-0.559458, 
0,-0.974158,-2.763156,-1.824582,-0.560392, 
0,-0.975259,-2.763451,-1.824549,-0.561299, 
0,-0.975534,-2.765158,-1.825416,-0.562288, 
0,-0.976893,-2.768476,-1.824452,-0.562190, 
0,-0.976492,-2.771439,-1.825125,-0.563103, 
0,-0.976270,-2.772394,-1.825337,-0.562528, 
0,-0.976487,-2.771172,-1.825292,-0.562581, 
0,-0.976119,-2.770391,-1.825552,-0.562664, 
0,-0.977099,-2.772936,-1.824226,-0.562437, 
0,-0.976972,-2.776926,-1.823316,-0.561997, 
0,-0.977431,-2.778132,-1.822357,-0.562469, 
0,-0.977806,-2.777585,-1.823590,-0.563419, 
0,-0.978709,-2.776827,-1.823759,-0.563613, 
0,-0.979418,-2.776826,-1.823976,-0.564278, 
0,-0.978963,-2.778325,-1.822720,-0.564375, 
0,-0.979898,-2.782165,-1.823244,-0.564942, 
0,-0.980540,-2.781301,-1.821709,-0.563987, 
0,-0.980108,-2.780840,-1.821539,-0.564649, 
0,-0.981058,-2.781154,-1.821421,-0.565236, 
0,-0.980860,-2.782421,-1.820403,-0.564919, 
0,-0.981709,-2.784601,-1.820447,-0.565785, 
0,-0.981678,-2.784525,-1.820104,-0.565385, 
0,-0.981334,-2.785561,-1.820353,-0.565235, 
0,-0.981333,-2.787430,-1.820668,-0.565320, 
0,-0.981684,-2.787058,-1.821052,-0.565573, 
0,-0.982462,-2.787353,-1.820386,-0.565265, 
0,-0.982577,-2.787709,-1.820675,-0.565891, 
0,-0.983590,-2.788038,-1.820745,-0.566503, 
0,-0.983966,-2.787019,-1.820564,-0.567340, 
0,-0.983437,-2.788852,-1.820593,-0.567766, 
0,-0.983178,-2.790691,-1.820022,-0.567755, 
0,-0.983646,-2.791347,-1.819859,-0.568335, 
0,-0.983406,-2.790924,-1.818722,-0.568085, 
0,-0.983045,-2.792650,-1.818430,-0.569365, 
0,-0.983157,-2.792528,-1.818831,-0.570627, 
0,-0.982834,-2.793646,-1.819609,-0.569826, 
0,-0.981980,-2.793989,-1.819254,-0.568616, 
0,-0.982461,-2.795201,-1.819230,-0.567898, 
0,-0.983759,-2.797365,-1.818965,-0.568322, 
0,-0.983427,-2.797745,-1.819481,-0.568153, 
0,-0.984150,-2.797264,-1.820164,-0.568710, 
0,-0.983848,-2.798322,-1.821136,-0.569113, 
0,-0.983805,-2.799653,-1.820320,-0.568659, 
0,-0.984058,-2.801750,-1.819775,-0.569319, 
0,-0.984375,-2.801952,-1.820186,-0.569490, 
0,-0.985049,-2.801412,-1.820212,-0.569139, 
0,-0.985530,-2.800811,-1.819637,-0.569100, 
0,-0.985648,-2.804456,-1.820076,-0.570268, 
0,-0.985121,-2.807887,-1.820397,-0.569658, 
0,-0.986100,-2.806539,-1.822412,-0.569800, 
0,-0.986865,-2.805801,-1.823013,-0.569586, 
0,-0.987210,-2.807233,-1.824152,-0.569856, 
0,-0.987598,-2.808750,-1.824517,-0.570202, 
0,-0.987359,-2.809124,-1.825097,-0.570680, 
0,-0.987608,-2.808461,-1.825472,-0.570777, 
0,-0.987453,-2.810058,-1.824899,-0.570428, 
0,-0.987142,-2.811616,-1.824562,-0.569575, 
0,-0.987081,-2.811936,-1.825450,-0.569316, 
0,-0.987782,-2.811216,-1.825853,-0.569444, 
0,-0.987228,-2.814614,-1.825219,-0.569596, 
0,-0.987215,-2.816944,-1.826885,-0.570245, 
0,-0.987677,-2.815534,-1.827513,-0.569522, 
0,-0.987883,-2.816114,-1.827847,-0.568617, 
0,-0.988170,-2.816367,-1.828861,-0.568782, 
0,-0.988356,-2.815642,-1.828990,-0.568461, 
0,-0.988055,-2.813813,-1.829650,-0.569059, 
0,-0.989097,-2.814846,-1.830530,-0.571104, 
0,-0.989364,-2.817267,-1.830124,-0.570926, 
0,-0.988880,-2.817825,-1.829716,-0.569663, 
0,-0.989150,-2.817214,-1.829820,-0.569755, 
0,-0.988269,-2.819572,-1.830962,-0.569670, 
0,-0.988203,-2.819568,-1.830152,-0.568276, 
0,-0.987812,-2.818494,-1.829286,-0.568045, 
0,-0.988372,-2.819048,-1.830147,-0.569409, 
0,-0.988575,-2.820708,-1.830200,-0.569356, 
0,-0.988509,-2.821683,-1.830373,-0.569833, 
0,-0.989276,-2.822199,-1.830998,-0.569888, 
0,-0.988727,-2.823086,-1.830682,-0.569920, 
0,-0.988612,-2.824578,-1.831485,-0.570068, 
0,-0.988458,-2.824861,-1.831241,-0.569417, 
0,-0.988707,-2.826745,-1.831869,-0.569270, 
0,-0.988162,-2.826425,-1.831806,-0.568546, 
0,-0.987677,-2.826996,-1.832533,-0.568594, 
0,-0.988934,-2.825872,-1.832974,-0.569359, 
0,-0.988921,-2.827953,-1.833972,-0.569363, 
0,-0.988933,-2.828345,-1.833768,-0.568439, 
0,-0.988253,-2.828529,-1.834932,-0.569561, 
0,-0.988218,-2.829808,-1.835472,-0.569615, 
0,-0.988573,-2.828226,-1.835704,-0.569416, 
0,-0.989118,-2.828981,-1.836120,-0.569072, 
0,-0.989248,-2.829065,-1.835462,-0.568267, 
0,-0.989497,-2.829962,-1.835600,-0.568200, 
0,-0.990598,-2.829890,-1.835954,-0.568999, 
0,-0.990063,-2.830771,-1.836334,-0.569359, 
0,-0.990392,-2.830991,-1.836550,-0.569653, 
0,-0.991305,-2.831225,-1.836101,-0.570187, 
0,-0.990863,-2.831149,-1.835573,-0.569516, 
0,-0.991197,-2.833035,-1.835328,-0.568865, 
0,-0.990984,-2.834496,-1.836606,-0.569151, 
0,-0.991791,-2.833909,-1.836876,-0.569330, 
0,-0.990966,-2.834707,-1.836299,-0.568733, 
0,-0.991046,-2.834217,-1.836386,-0.568300, 
0,-0.991453,-2.834207,-1.836261,-0.569502, 
0,-0.991402,-2.834296,-1.835265,-0.570171, 
0,-0.990480,-2.836393,-1.835456,-0.570772, 
0,-0.989414,-2.837754,-1.835670,-0.570820, 
0,-0.989991,-2.837974,-1.835804,-0.570835, 
0,-0.990317,-2.837287,-1.836194,-0.571395, 
0,-0.989940,-2.835663,-1.835521,-0.570635, 
0,-0.990351,-2.834395,-1.834305,-0.569927, 
0,-0.990612,-2.835505,-1.833933,-0.570564, 
0,-0.990185,-2.835705,-1.834705,-0.571704, 
0,-0.990203,-2.834630,-1.834832,-0.571902, 
0,-0.990698,-2.835714,-1.834559,-0.572021, 
0,-0.990157,-2.839254,-1.834852,-0.572117, 
0,-0.989673,-2.839157,-1.833737,-0.571508, 
0,-0.989667,-2.835694,-1.832852,-0.571905, 
0,-0.988860,-2.836418,-1.831279,-0.571215, 
0,-0.988726,-2.836646,-1.830751,-0.572162, 
0,-0.989189,-2.837381,-1.830950,-0.573312, 
0,-0.989629,-2.839612,-1.831003,-0.573632, 
0,-0.988777,-2.840460,-1.830292,-0.573296, 
0,-0.988865,-2.841849,-1.828924,-0.573546, 
0,-0.988686,-2.843708,-1.827903,-0.574368, 
0,-0.988008,-2.842813,-1.827278,-0.574633, 
0,-0.987786,-2.842284,-1.825905,-0.573850, 
0,-0.987469,-2.842544,-1.826451,-0.574271, 
0,-0.987888,-2.842245,-1.825792,-0.574097, 
0,-0.987151,-2.841688,-1.825145,-0.574064, 
0,-0.987003,-2.842924,-1.824420,-0.573810, 
0,-0.987270,-2.845730,-1.824746,-0.573877, 
0,-0.988242,-2.846578,-1.824842,-0.573760, 
0,-0.987906,-2.846315,-1.824204,-0.573788, 
0,-0.987645,-2.846601,-1.825441,-0.574774, 
0,-0.988040,-2.846929,-1.825851,-0.574942, 
0,-0.988165,-2.848041,-1.825289,-0.574679, 
0,-0.988274,-2.850430,-1.825977,-0.574405, 
