-1,-0.000501,-0.003101,-0.000124,-0.005593
-1,-0.000501,-0.003101,-0.000124,-0.005593
-1,0,0,0,0
-1,0,0,0,0
-1,0,0,0,0
-1,0,0,0,0
-1,0,0,0,0
0,-0.323962,-0.27115,-0.27887,-0.281344
0,-0.323099,-0.27036,-0.277981,-0.28061
0,-0.322932,-0.269854,-0.277794,-0.280165
0,-0.322446,-0.269055,-0.277574,-0.279565
0,-0.324075,-0.271594,-0.278913,-0.281832
0,-0.324392,-0.272168,-0.279219,-0.282558
0,-0.323733,-0.270546,-0.278816,-0.281194
0,-0.323586,-0.270457,-0.27837,-0.280649
0,-0.321214,-0.268078,-0.276826,-0.278963
0,-0.322379,-0.269245,-0.277795,-0.280229
1,-0.320752,-0.267136,-0.276266,-0.277938
0,-0.321964,-0.268903,-0.277375,-0.279525
0,-0.322234,-0.269319,-0.277413,-0.279839
0,-0.321928,-0.269127,-0.277973,-0.28055
0,-0.320962,-0.268325,-0.277218,-0.279731
0,-0.318589,-0.265139,-0.274745,-0.276413
0,-0.319723,-0.266472,-0.275095,-0.276986
0,-0.319919,-0.267052,-0.275661,-0.278134
0,-0.323244,-0.272521,-0.278778,-0.283401
0,-0.318432,-0.264139,-0.274106,-0.275023
0,-0.303768,-0.235706,-0.260591,-0.247557
0,-0.319409,-0.274132,-0.276601,-0.285881
0,-0.314438,-0.261898,-0.271902,-0.27488
0,-0.319679,-0.260419,-0.274858,-0.272168
0,-0.338642,-0.290774,-0.28906,-0.297547
0,-0.321617,-0.271148,-0.277121,-0.281048
0,-0.321483,-0.269725,-0.275988,-0.278624
0,-0.317547,-0.263004,-0.273161,-0.273608
0,-0.320351,-0.266984,-0.273934,-0.276274
0,-0.325424,-0.272331,-0.277469,-0.281735
0,-0.325402,-0.27099,-0.278107,-0.280915
0,-0.326249,-0.271134,-0.278104,-0.281348
0,-0.325787,-0.270035,-0.27656,-0.279882
0,-0.32591,-0.270814,-0.276828,-0.281501
0,-0.328392,-0.273516,-0.278139,-0.283531
0,-0.327597,-0.271187,-0.276781,-0.280891
0,-0.32442,-0.265613,-0.27407,-0.275851
0,-0.332986,-0.280226,-0.281486,-0.290147
0,-0.333192,-0.279393,-0.281094,-0.289002
0,-0.33174,-0.276269,-0.279409,-0.285668
0,-0.330343,-0.273919,-0.278285,-0.283595
0,-0.329695,-0.272721,-0.277938,-0.282651
0,-0.328639,-0.271977,-0.276981,-0.282151
0,-0.329224,-0.272847,-0.276594,-0.282192
0,-0.328255,-0.271267,-0.275245,-0.280169
0,-0.330927,-0.274257,-0.277783,-0.283042
0,-0.331025,-0.274584,-0.278209,-0.283939
0,-0.330596,-0.274416,-0.277613,-0.283461
0,-0.329485,-0.27303,-0.276537,-0.282167
0,-0.328519,-0.271815,-0.275229,-0.280703
0,-0.330532,-0.274224,-0.277332,-0.283281
0,-0.330241,-0.273577,-0.27698,-0.282632
0,-0.329442,-0.272452,-0.276003,-0.28137
0,-0.331974,-0.275683,-0.277846,-0.283965
